2127,1,-111.28,-175.31,0.00
2128,1,-111.24,-173.88,0.00
2129,1,-110.78,-172.66,0.00
2130,1,-110.03,-171.41,0.00
2131,1,-109.74,-170.92,0.00
2132,1,-109.78,-170.58,0.00
2133,1,-109.33,-169.35,0.00
2134,1,-108.84,-168.48,0.00
2135,1,-108.53,-167.35,0.00
2136,1,-107.91,-166.28,0.00
2137,1,-107.26,-165.56,0.00
2138,1,-107.01,-164.28,0.00
2139,1,-106.23,-163.36,0.00
2140,1,-105.54,-162.98,0.00
2141,1,-105.32,-162.25,0.00
2142,1,-104.53,-160.98,0.00
2143,1,-103.83,-160.25,0.00
2144,1,-103.21,-159.73,0.00
2145,1,-102.53,-158.22,0.00
2146,1,-101.58,-157.11,0.00
2147,1,-101.24,-156.19,0.00
2148,1,-100.46,-154.92,0.00
2149,1,-100.32,-154.38,0.00
2150,1,-99.67,-153.30,0.00
2151,1,-99.15,-152.40,0.00
2152,1,-98.84,-152.24,0.00
2153,1,-98.41,-151.89,0.00
2154,1,-98.02,-151.18,0.00
2155,1,-97.51,-150.63,0.00
2156,1,-97.05,-149.72,0.00
2157,1,-96.00,-148.62,0.00
2158,1,-95.50,-148.06,0.00
2159,1,-94.65,-147.70,0.00
2160,1,-93.68,-147.14,0.00
2161,1,-93.18,-146.59,0.00
2162,1,-92.48,-145.63,0.00
2163,1,-92.04,-144.72,0.00
2164,1,-91.49,-144.16,0.00
2165,1,-91.46,-143.61,0.00
2166,1,-90.90,-142.84,0.00
2167,1,-90.87,-141.93,0.00
2168,1,-90.25,-141.17,0.00
2169,1,-90.05,-140.42,0.00
2170,1,-89.56,-139.51,0.00
2171,1,-89.49,-138.95,0.00
2172,1,-88.82,-138.20,0.00
2173,1,-87.96,-136.69,0.00
2174,1,-87.63,-135.75,0.00
2175,1,-87.04,-135.19,0.00
2176,1,-86.13,-134.04,0.00
2177,1,-85.47,-133.28,0.00
2178,1,-84.56,-132.13,0.00
2179,1,-83.51,-130.58,0.00
2180,1,-82.91,-129.81,0.00
2181,1,-82.23,-128.83,0.00
2182,1,-81.68,-128.05,0.00
2183,1,-81.06,-127.06,0.00
2184,1,-80.52,-125.93,0.00
2185,1,-80.23,-125.17,0.00
2186,1,-79.22,-124.37,0.00
2187,1,-78.88,-123.63,0.00
2188,1,-78.35,-122.48,0.00
2189,1,-77.88,-121.90,0.00
2190,1,-77.41,-121.31,0.00
2191,1,-76.93,-120.15,0.00
2192,1,-75.83,-119.71,0.00
2193,1,-75.24,-118.93,0.00
2194,1,-74.92,-117.76,0.00
2195,1,-74.15,-117.14,0.00
2196,1,-73.63,-116.56,0.00
2197,1,-73.19,-116.18,0.00
2198,1,-72.44,-115.21,0.00
2199,1,-71.82,-114.07,0.00
2200,1,-71.07,-113.09,0.00
2201,1,-70.27,-111.55,0.00
2202,1,-69.40,-110.38,0.00
2203,1,-68.66,-109.41,0.00
2204,1,-68.25,-108.27,0.00
2205,1,-67.70,-107.69,0.00
2206,1,-67.77,-107.32,0.00
2207,1,-67.33,-106.35,0.00
2208,1,-67.07,-106.15,0.00
2209,1,-66.44,-105.72,0.00
2210,1,-65.43,-104.89,0.00
2211,1,-65.12,-104.12,0.00
2212,1,-63.91,-103.65,0.00
2213,1,-63.02,-103.01,0.00
2214,1,-62.07,-102.17,0.00
2215,1,-60.74,-101.50,0.00
2216,1,-60.30,-100.89,0.00
2217,1,-59.49,-100.46,0.00
2218,1,-59.05,-99.85,0.00
2219,1,-58.33,-99.04,0.00
2220,1,-57.82,-98.22,0.00
2221,1,-57.82,-98.22,0.00
2222,1,-57.00,-97.38,0.00
2223,1,-56.45,-96.57,0.00
2224,1,-55.91,-95.76,0.00
2225,1,-55.91,-95.18,0.00
2226,1,-55.32,-94.37,0.00
2227,1,-54.85,-93.77,0.00
2227,2,4.60,-126.58,0.00
2228,1,-54.26,-92.96,0.00
2228,2,5.45,-126.08,0.00
2229,1,-53.88,-91.80,0.00
2229,2,5.91,-125.45,0.00
2230,1,-53.06,-90.60,0.00
2230,2,6.58,-125.05,0.00
2231,1,-52.44,-89.80,0.00
2231,2,7.62,-124.19,0.00
2232,1,-51.67,-88.59,0.00
2232,2,7.58,-123.59,0.00
2233,1,-50.79,-87.77,0.00
2233,2,8.13,-122.76,0.00
2234,1,-49.59,-86.53,0.00
2234,2,7.88,-121.92,0.00
2235,1,-48.59,-85.68,0.00
2235,2,7.97,-121.74,0.00
2236,1,-47.94,-84.67,0.00
2236,2,8.03,-120.95,0.00
2237,1,-47.03,-83.80,0.00
2237,2,7.86,-119.93,0.00
2238,1,-45.97,-82.51,0.00
2238,2,8.44,-119.71,0.00
2239,1,-44.97,-82.02,0.00
2239,2,8.40,-119.10,0.00
2240,1,-44.48,-81.18,0.00
2240,2,8.85,-118.45,0.00
2241,1,-43.64,-80.51,0.00
