509,1,226.75,39.42,0.00
510,1,226.88,39.61,0.00
511,1,226.39,40.06,0.00
512,1,227.03,40.39,0.00
513,1,227.68,40.72,0.00
514,1,227.70,41.31,0.00
515,1,227.83,41.50,0.00
516,1,228.35,41.64,0.00
517,1,229.13,42.16,0.00
518,1,228.63,42.61,0.00
519,1,229.28,42.94,0.00
520,1,229.42,43.13,0.00
521,1,229.49,43.44,0.00
522,1,229.64,44.22,0.00
523,1,230.67,44.51,0.00
524,1,231.32,44.84,0.00
525,1,231.91,45.29,0.00
526,1,231.91,45.89,0.00
527,1,233.02,46.49,0.00
528,1,234.05,46.78,0.00
529,1,234.51,47.65,0.00
530,1,235.47,48.06,0.00
531,1,235.47,49.08,0.00
532,1,236.51,49.38,0.00
533,1,236.95,50.25,0.00
534,1,238.44,50.81,0.00
535,1,238.88,51.68,0.00
536,1,240.37,52.25,0.00
537,1,240.28,52.96,0.00
538,1,241.83,53.83,0.00
539,1,242.88,54.14,0.00
540,1,243.07,55.23,0.00
541,1,243.12,56.13,0.00
542,1,243.93,56.66,0.00
543,1,244.20,57.64,0.00
544,1,244.63,58.21,0.00
545,1,244.23,58.85,0.00
546,1,245.04,59.38,0.00
547,1,245.19,59.57,0.00
548,1,245.31,60.36,0.00
549,1,245.83,60.52,0.00
550,1,245.28,60.96,0.00
551,1,245.95,61.31,0.00
552,1,245.40,61.75,0.00
553,1,245.93,61.91,0.00
554,1,246.37,62.18,0.00
555,1,246.49,62.97,0.00
556,1,246.46,63.57,0.00
557,1,247.05,64.03,0.00
558,1,247.16,64.82,0.00
559,1,247.69,64.98,0.00
560,1,248.10,65.84,0.00
561,1,248.63,66.00,0.00
562,1,249.03,66.87,0.00
563,1,249.53,67.62,0.00
564,1,249.73,67.81,0.00
565,1,251.14,68.50,0.00
566,1,251.68,69.56,0.00
567,1,252.65,69.99,0.00
568,1,253.20,71.05,0.00
569,1,254.17,71.48,0.00
570,1,255.19,72.41,0.00
571,1,256.31,73.03,0.00
572,1,256.60,73.11,0.00
573,1,257.08,73.87,0.00
574,1,257.77,74.23,0.00
1042,2,103.16,-85.59,0.00
1043,2,103.70,-84.51,0.00
1044,2,104.05,-83.63,0.00
1045,2,104.63,-82.38,0.00
1046,2,104.70,-81.20,0.00
1047,2,105.46,-80.59,0.00
1048,2,105.92,-79.53,0.00
1049,2,106.76,-78.57,0.00
1050,2,107.60,-77.61,0.00
1051,2,108.39,-76.82,0.00
1052,2,108.76,-76.10,0.00
1053,2,109.78,-74.97,0.00
1054,2,110.18,-74.08,0.00
1055,2,110.43,-73.54,0.00
1056,2,110.63,-72.38,0.00
1057,2,110.38,-71.91,0.00
1058,2,111.07,-70.67,0.00
1059,2,111.46,-69.78,0.00
1060,2,111.32,-69.14,0.00
1061,2,111.18,-68.50,0.00
1062,2,111.18,-68.50,0.00
1063,2,111.04,-67.86,0.00
1064,2,112.50,-66.81,0.00
1065,2,112.36,-66.17,0.00
1066,2,113.27,-65.03,0.00
1067,2,113.13,-64.38,0.00
1068,2,113.40,-63.67,0.00
1069,2,114.50,-63.33,0.00
1070,2,114.66,-62.79,0.00
1071,2,115.53,-61.82,0.00
1072,2,116.53,-60.47,0.00
1073,2,117.28,-59.67,0.00
1074,2,118.04,-58.87,0.00
1075,2,118.03,-57.69,0.00
1076,2,118.51,-56.42,0.00
1077,2,119.28,-55.45,0.00
1078,2,119.29,-54.10,0.00
1079,2,120.38,-53.55,0.00
1080,2,120.76,-52.49,0.00
1081,2,121.47,-51.85,0.00
1082,2,121.44,-50.67,0.00
1083,2,121.65,-50.12,0.00
1084,2,121.49,-49.48,0.00
1085,2,122.08,-49.21,0.00
1086,2,122.51,-48.31,0.00
1087,2,122.72,-47.96,0.00
1088,2,123.15,-47.05,0.00
1089,2,122.98,-46.41,0.00
1090,2,124.19,-45.71,0.00
1091,2,124.13,-44.89,0.00
1092,2,124.47,-43.99,0.00
1093,2,124.81,-43.10,0.00
1094,2,125.29,-43.01,0.00
1095,2,125.60,-42.27,0.00
1096,2,125.43,-41.63,0.00
1097,2,126.13,-41.18,0.00
1098,2,125.94,-40.71,0.00
1099,2,126.62,-40.06,0.00
1100,2,126.84,-39.34,0.00
1101,2,127.14,-38.61,0.00
1102,2,127.34,-38.06,0.00
1103,2,127.43,-37.68,0.00
1104,2,128.41,-37.33,0.00
1105,2,128.16,-36.54,0.00
1106,2,128.62,-34.78,0.00
1107,2,128.83,-34.06,0.00
1108,2,129.97,-33.32,0.00
1109,2,131.05,-32.78,0.00
1110,2,131.71,-32.13,0.00
1111,2,132.69,-31.78,0.00
1112,2,133.48,-30.62,0.00
1113,2,134.63,-29.71,0.00
1114,2,135.11,-28.25,0.00
1115,2,136.40,-27.36,0.00
1116,2,137.27,-26.34,0.00
1117,2,137.18,-25.52,0.00
1118,2,137.68,-24.42,0.00
1119,2,138.17,-23.32,0.00
1120,2,137.97,-22.68,0.00
1121,2,138.05,-21.30,0.00
1122,2,138.17,-20.95,0.00
1123,2,138.44,-20.21,0.00
1124,2,138.71,-19.47,0.00
1125,2,138.51,-18.83,0.00
1126,2,139.09,-18.55,0.00
1127,2,139.37,-17.65,0.00
1128,2,139.37,-17.65,0.00
1129,2,139.33,-16.29,0.00
1130,2,139.60,-15.55,0.00
1131,2,140.24,-14.73,0.00
1132,2,140.39,-14.17,0.00
1133,2,141.12,-13.33,0.00
1134,2,141.76,-12.51,0.00
1135,2,141.59,-11.50,0.00
1136,2,142.32,-10.49,0.00
1137,2,142.47,-9.78,0.00
1138,2,143.57,-8.54,0.00
1139,2,144.32,-7.16,0.00
1140,2,144.93,-6.18,0.00
1141,2,145.54,-5.36,0.00
1142,2,146.25,-4.36,0.00
1143,2,146.72,-4.25,0.00
1144,2,146.85,-3.54,0.00
1145,2,146.06,-3.19,0.00
1146,2,146.52,-3.08,0.00
1147,2,146.73,-2.72,0.00
1148,2,146.97,-1.98,0.00
1149,2,147.18,-1.61,0.00
1150,2,147.86,-1.14,0.00
1151,2,148.44,-0.84,0.00
1152,2,149.12,-0.37,0.00
1153,2,149.82,0.64,0.00
1154,2,149.72,1.68,0.00
1155,2,149.95,2.58,0.00
1156,2,149.84,3.78,0.00
1157,2,150.77,3.99,0.00
1158,2,151.80,4.40,0.00
1159,2,152.49,5.41,0.00
1160,2,152.25,6.04,0.00
1161,2,152.36,6.23,0.00
1162,2,152.94,6.90,0.00
1163,2,153.98,7.31,0.00
1164,2,154.78,8.88,0.00
1165,2,155.35,9.70,0.00
1166,2,156.02,10.71,0.00
1167,2,156.46,11.51,0.00
1168,2,157.03,12.18,0.00
1169,2,158.04,13.27,0.00
1170,2,158.70,14.28,0.00
1171,2,159.24,15.26,0.00
1172,2,160.24,16.20,0.00
1173,2,161.23,17.29,0.00
1174,2,162.60,17.78,0.00
1175,2,164.08,18.47,0.00
1176,2,164.83,19.66,0.00
1177,2,165.25,20.78,0.00
1178,2,166.39,21.39,0.00
1179,2,166.70,22.33,0.00
1180,2,166.89,23.08,0.00
1181,2,166.62,23.71,0.00
1182,2,166.26,23.78,0.00
1183,2,166.46,24.53,0.00
1184,2,167.11,25.40,0.00
1185,2,167.68,25.70,0.00
1186,2,167.76,26.27,0.00
1187,2,168.33,26.57,0.00
1188,2,168.50,27.47,0.00
1189,2,169.07,27.78,0.00
1190,2,169.23,28.67,0.00
1191,2,169.78,29.12,0.00
1192,2,170.31,29.81,0.00
1193,2,171.72,29.94,0.00
1194,2,172.04,30.01,0.00
1195,2,172.13,30.34,0.00
1196,2,170.85,31.25,0.00
1197,2,170.87,32.09,0.00
1198,2,172.20,32.74,0.00
1199,2,173.58,33.10,0.00
1200,2,174.51,34.19,0.00
1201,2,176.29,34.97,0.00
1202,2,178.15,35.47,0.00
1203,2,179.62,36.17,0.00
1204,2,181.41,36.94,0.00
1205,2,182.81,37.32,0.00
1206,2,184.13,37.27,0.00
1207,2,184.18,37.84,0.00
1208,2,184.65,37.97,0.00
1209,2,185.23,38.28,0.00
1210,2,185.28,38.85,0.00
1211,2,185.40,39.75,0.00
1212,2,185.98,40.06,0.00
1213,2,186.14,40.82,0.00
1214,2,186.88,41.19,0.00
1215,2,187.35,41.32,0.00
1216,2,187.47,42.21,0.00
1217,2,187.58,42.40,0.00
1218,2,187.74,43.16,0.00
1219,2,188.16,43.42,0.00
1220,2,187.85,44.05,0.00
1221,2,188.43,44.37,0.00
1222,2,188.97,44.82,0.00
1223,2,189.91,45.08,0.00
1224,2,190.34,45.34,0.00
1225,2,191.27,46.31,0.00
1226,2,192.12,46.84,0.00
1227,2,193.61,47.55,0.00
1228,2,194.46,48.08,0.00
1229,2,195.38,49.05,0.00
1230,2,196.70,49.71,0.00
1231,2,198.07,50.24,0.00
1232,2,199.44,50.78,0.00
1233,2,200.34,51.17,0.00
1234,2,201.85,52.47,0.00
1235,2,203.35,53.20,0.00
1236,2,204.85,53.93,0.00
1237,2,205.51,54.57,0.00
1238,2,206.11,54.90,0.00
1239,2,206.78,55.54,0.00
1240,2,207.51,56.06,0.00
1241,2,207.63,56.25,0.00
1242,2,208.12,56.39,0.00
1243,2,208.12,56.97,0.00
1244,2,208.60,57.11,0.00
1245,2,209.09,57.25,0.00
1246,2,209.21,57.44,0.00
1247,2,209.57,57.97,0.00
1248,2,210.06,58.11,0.00
1249,2,210.60,58.56,0.00
1250,2,211.21,58.89,0.00
1251,2,211.82,59.23,0.00
1252,2,212.24,60.07,0.00
1253,2,213.15,60.48,0.00
1254,2,213.57,60.74,0.00
1255,2,214.97,61.29,0.00
1256,2,215.88,61.70,0.00
1257,2,216.79,62.11,0.00
1258,2,217.13,63.07,0.00
1259,2,218.59,63.93,0.00
1260,2,219.99,64.49,0.00
1261,2,221.31,65.74,0.00
1262,2,222.35,66.34,0.00
1263,2,223.75,66.90,0.00
1264,2,225.16,67.47,0.00
1265,2,226.15,67.77,0.00
1266,2,227.15,68.07,0.00
1267,2,228.06,68.49,0.00
1268,2,228.56,68.64,0.00
1269,2,228.93,68.60,0.00
1270,2,228.93,68.60,0.00
1271,2,229.93,68.90,0.00
1272,2,230.06,69.10,0.00
1273,2,231.07,69.40,0.00
1274,2,231.57,69.56,0.00
1275,2,232.07,69.71,0.00
1276,2,232.07,69.71,0.00
1277,2,232.71,70.06,0.00
1278,2,233.14,70.32,0.00
1279,2,233.64,70.48,0.00
1280,2,234.15,70.63,0.00
1281,2,235.08,71.06,0.00
1282,2,235.72,71.40,0.00
1283,2,236.65,71.83,0.00
1284,2,237.59,72.25,0.00
1285,2,238.95,72.94,0.00
1286,2,239.88,73.37,0.00
1287,2,241.34,73.95,0.00
1288,2,242.28,74.38,0.00
1289,2,244.16,75.24,0.00
1290,2,245.24,75.86,0.00
1291,2,246.19,76.29,0.00
1292,2,247.56,76.99,0.00
1293,2,249.09,76.99,0.00
1294,2,250.71,77.78,0.00
1295,2,251.95,78.60,0.00
1296,2,252.63,78.96,0.00
1297,2,253.06,79.23,0.00
1298,2,253.64,79.69,0.00
1299,2,253.78,79.88,0.00
1300,2,254.31,80.05,0.00
1301,2,254.36,80.35,0.00
1302,2,254.31,80.94,0.00
1303,2,254.99,80.41,0.00
1304,2,255.52,80.58,0.00
1305,2,256.06,80.75,0.00
1306,2,255.91,80.56,0.00
1307,2,256.44,80.73,0.00
3167,3,-129.07,-157.81,0.00
3168,3,-128.18,-157.25,0.00
3169,3,-127.53,-156.53,0.00
3170,3,-126.16,-155.76,0.00
3171,3,-125.85,-154.61,0.00
3172,3,-125.33,-153.86,0.00
3173,3,-124.68,-153.14,0.00
3174,3,-123.97,-152.21,0.00
3175,3,-123.63,-151.75,0.00
3176,3,-123.19,-151.43,0.00
3177,3,-122.64,-150.57,0.00
